x,y,z
0.0,0.0,0.0
0.014066696166992188,-0.0054836273193359375,0.004887580871582031
0.05608797073364258,-0.0005364418029785156,0.0021457672119140625
0.07605552673339844,0.004231929779052734,-0.005662441253662109
0.09161233901977539,0.004798173904418945,-0.004112720489501953
0.1138448715209961,0.015139579772949219,-0.006258487701416016
0.13315677642822266,0.024706125259399414,-0.01424551010131836
0.15348196029663086,0.032842159271240234,-0.01728534698486328
0.17958879470825195,0.053942203521728516,-0.02372264862060547
0.21266937255859375,0.08210539817810059,-0.037550926208496094
0.232696533203125,0.08493661880493164,-0.0521540641784668
0.24586915969848633,0.08592009544372559,-0.06729364395141602
0.2638101577758789,0.08219480514526367,-0.07718801498413086
0.27495622634887695,0.08735060691833496,-0.09274482727050781
0.27823448181152344,0.08600950241088867,-0.10824203491210938
0.30177831649780273,0.1023709774017334,-0.11974573135375977
0.3128647804260254,0.11345744132995605,-0.1399517059326172
0.32448768615722656,0.11965632438659668,-0.152587890625
0.3357529640197754,0.1310110092163086,-0.16176700592041016
0.36269426345825195,0.1589059829711914,-0.19282102584838867
0.3635883331298828,0.17192959785461426,-0.20635128021240234
0.37091970443725586,0.19541382789611816,-0.22602081298828125
0.382840633392334,0.22810697555541992,-0.23245811462402344
0.38683414459228516,0.25454163551330566,-0.23573637008666992
0.38820505142211914,0.27933716773986816,-0.2548098564147949
0.3815293312072754,0.2911388874053955,-0.2810359001159668
0.3815293312072754,0.30425190925598145,-0.30672550201416016
0.3807544708251953,0.3191232681274414,-0.32579898834228516
0.3764033317565918,0.3205239772796631,-0.35369396209716797
0.3822445869445801,0.332564115524292,-0.37598609924316406
0.36579370498657227,0.34245848655700684,-0.3941655158996582
0.3536343574523926,0.3571510314941406,-0.41681528091430664
0.3472566604614258,0.36728382110595703,-0.4388093948364258
0.3387928009033203,0.401914119720459,-0.4654526710510254
0.3349184989929199,0.4120171070098877,-0.4774332046508789
0.34499168395996094,0.4267394542694092,-0.4799962043762207
0.33789873123168945,0.4406273365020752,-0.4876852035522461
0.3376007080078125,0.45418739318847656,-0.49954652786254883
0.3350377082824707,0.45567750930786133,-0.5092024803161621
0.3203749656677246,0.45880675315856934,-0.5229711532592773
0.32573938369750977,0.4610121250152588,-0.5326271057128906
0.32138824462890625,0.45436620712280273,-0.5424022674560547
0.32263994216918945,0.4533529281616211,-0.5491971969604492
0.3234744071960449,0.4425048828125,-0.5611777305603027
0.32210350036621094,0.42298436164855957,-0.5741715431213379
0.33164024353027344,0.4172325134277344,-0.5931854248046875
0.34058094024658203,0.42742490768432617,-0.5868077278137207
0.33664703369140625,0.43201446533203125,-0.579535961151123
0.3364086151123047,0.4482567310333252,-0.5865693092346191
0.3496408462524414,0.459820032119751,-0.5845427513122559
0.36156177520751953,0.48932433128356934,-0.5774497985839844
0.3591179847717285,0.502556562423706,-0.5826950073242188
0.3674030303955078,0.5259811878204346,-0.5786418914794922
0.35268068313598633,0.5651712417602539,-0.5846619606018066
0.34993886947631836,0.5869865417480469,-0.5948543548583984
0.35250186920166016,0.6065666675567627,-0.6102323532104492
0.3497004508972168,0.6322264671325684,-0.6330609321594238
0.34922361373901367,0.6513595581054688,-0.6538629531860352
0.35125017166137695,0.6721615791320801,-0.6791949272155762
0.3453493118286133,0.6917119026184082,-0.7066130638122559
0.34040212631225586,0.7538199424743652,-0.7524490356445312
0.34242868423461914,0.7866322994232178,-0.7874369621276855
0.33223628997802734,0.8218288421630859,-0.8124113082885742
0.33020973205566406,0.8673369884490967,-0.8497834205627441
0.3269314765930176,0.9063184261322021,-0.8882880210876465
0.32514333724975586,0.9464919567108154,-0.9357929229736328
0.3170967102050781,0.9792745113372803,-0.9940266609191895
0.3222227096557617,1.0277330875396729,-1.0471343994140625
0.3535151481628418,1.0140538215637207,-1.094520092010498
0.3605484962463379,1.047670841217041,-1.1534690856933594
0.331878662109375,1.0977685451507568,-1.3138651847839355
0.3325939178466797,1.1257529258728027,-1.408219337463379
0.2797842025756836,1.2152791023254395,-1.5233755111694336
0.27048587799072266,1.245737075805664,-1.6372203826904297
0.28014183044433594,1.2820661067962646,-1.752912998199463
0.28580427169799805,1.326143741607666,-1.8603801727294922
0.28824806213378906,1.3651847839355469,-1.9720196723937988
0.27757883071899414,1.4081299304962158,-2.095639705657959
0.2799034118652344,1.4581680297851562,-2.210080623626709
0.25600194931030273,1.5356242656707764,-2.4685263633728027
0.2537369728088379,1.57243013381958,-2.5957226753234863
0.24443864822387695,1.619398593902588,-2.7298927307128906
0.24682283401489258,1.6463994979858398,-2.8656721115112305
0.23978948593139648,1.6864240169525146,-3.0112266540527344
0.14775991439819336,1.8235445022583008,-3.2904744148254395
0.13130903244018555,1.8562376499176025,-3.4499764442443848
0.12314319610595703,1.8944740295410156,-3.606855869293213
0.10907649993896484,1.922309398651123,-3.7707090377807617
0.13506412506103516,1.867830753326416,-3.989577293395996
0.14144182205200195,1.9100606441497803,-4.1509270668029785
0.14287233352661133,1.9339919090270996,-4.3405890464782715
0.12826919555664062,2.0341873168945312,-4.685759544372559
0.10180473327636719,2.06562876701355,-4.859209060668945
0.08183717727661133,2.094477415084839,-5.040228366851807
0.06580352783203125,2.1127164363861084,-5.21475076675415
0.049591064453125,2.1392107009887695,-5.392730236053467
0.021517276763916016,2.1664798259735107,-5.578815937042236
-0.007987022399902344,2.174466848373413,-5.770951509475708
-0.04094839096069336,2.1949708461761475,-5.9652626514434814
-0.06812810897827148,2.207726240158081,-6.171077489852905
-0.08636713027954102,2.2375285625457764,-6.39796257019043
-0.14144182205200195,2.2788643836975098,-6.829410791397095
-0.17458200454711914,2.3145675659179688,-7.040947675704956
-0.2033710479736328,2.371162176132202,-7.245570421218872
-0.2383589744567871,2.4128854274749756,-7.481873035430908
-0.27507543563842773,2.460777759552002,-7.716119289398193
-0.3413558006286621,2.5594234466552734,-8.222758769989014
-0.36334991455078125,2.6013553142547607,-8.486658334732056
-0.39696693420410156,2.634376287460327,-8.752197027206421
-0.42426586151123047,2.651035785675049,-9.055763483047485
-0.4602670669555664,2.6806294918060303,-9.342312812805176
